"","Lp","Age","Gender","School","Class","Living","KWS_1","KWS_2","KWS_3","KWS_4","KWS_5","KWS_6","KWS_7","KWS_8","KWS_9","KWS_10","KWS_11","KWS_12","KWS_13","KWS_14","KWS_15","KWS_16","KWS_17","KWS_18","KWS_19","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","ChFQ_1","ChFQ_2","ChFQ_3","ChFQ_4","ChFQ_5","ChFQ_6","ChFQ_7","ChFQ_8","ChFQ_9","ChFQ_10","ChFQ_11","KMN_1","KMN_2","KMN_3","KMN_4","KMN_5","KMN_6","KMN_7","KMN_8","KMN_9","KMN_10","KMN_11","KMN_12","KMN_13","KMN_14","KMN_15","KMN_16","KMN_17","KMN_18","KMN_19","KMN_20","KMN_21","KMN_22","KMN_23","KMN_24","KMN_25","KMN_26","KMN_27","KMN_28","KMN_29","KMN_30","FRAS_1","FRAS_2","FRAS_3","FRAS_4","FRAS_5","FRAS_6","FRAS_7","FRAS_8","FRAS_9","FRAS_10","FRAS_11","FRAS_12","FRAS_13","FRAS_14","FRAS_15","FRAS_16","FRAS_17","FRAS_18","FRAS_19","FRAS_20","FRAS_21","FRAS_22","FRAS_23","FRAS_24","FRAS_25","FRAS_26","FRAS_27","FRAS_28","FRAS_29","FRAS_30","FRAS_31","FRAS_32","FRAS_33","FRAS_34","FRAS_35","FRAS_36","FRAS_37","FRAS_38","FRAS_39","FRAS_40","FRAS_41","FRAS_42","FRAS_43","FRAS_44","FRAS_45","FRAS_46","FRAS_47","FRAS_48","FRAS_49","FRAS_50","FRAS_51","FRAS_52","FRAS_53","FRAS_54","JiMSz_1","JiMSz_2","JiMSz_3","JiMSz_4","JiMSz_5","JiMSz_6","JiMSz_7","JiMSz_8","JiMSz_9","JiMSz_10","JiMSz_11","JiMSz_12","JiMSz_13","JiMSz_14","JiMSz_15","JiMSz_16","JiMSz_17","JiMSz_18","JiMSz_19","JiMSz_20","JiMSz_21","JiMSz_22","JiMSz_23","JiMSz_24","JiMSz_25","JiMSz_26","JiMSz_27","JiMSz_28","JiMSz_29","JiMSz_30","JiMSz_31","JiMSz_32","JiMSz_33","JiMSz_34","JiMSz_35","JiMSz_36","JiMSz_37","JiMSz_38","JiMSz_39","JiMSz_40","JiMSz_41","JiMSz_42","JiMSz_43","JiMSz_44","JiMSz_45","JiMSz_46","JiMSz_47","JiMSz_48","JiMSz_49","JiMSz_50","JiMSz_51","JiMSz_52","JiMSz_53","JiMSz_54","JiMSz_55","JiMSz_56","JiMSz_57","JiMSz_58","JiMSz_59","JiMSz_60","JiMSz_61","JiMSz_62","JiMSz_63","JiMSz_64","JiMSz_65","JiMSz_66","JiMSz_67","JiMSz_68","JiMSz_69","JiMSz_70","JiMSz_71","JiMSz_72","JiMSz_73","KWS_6R","KWS_14R","ChFQ_1P","ChFQ_2P","ChFQ_3P","ChFQ_4P","ChFQ_5P","ChFQ_6P","ChFQ_7P","ChFQ_8P","ChFQ_9P","ChFQ_10P","ChFQ_11P","FRAS_33R","FRAS_37R","FRAS_45R","FRAS_50R","JiMSz_3R","JiMSz_4R","JiMSz_14R","JiMSz_18R","JiMSz_23R","JiMSz_28R","JiMSz_30R","JiMSz_34R","JiMSz_36R","JiMSz_38R","JiMSz_40R","JiMSz_44R","JiMSz_45R","JiMSz_49R","JiMSz_57R","JiMSz_58R","JiMSz_59R","JiMSz_61R","JiMSz_66R","JiMSz_70R","JiMSz_72R","KWS_SS","KWS_WOD","KWS_JZ","KWS_W","KWS_CYN","KWS_OG","DASS_D","DASS_L","DASS_S","ChFQ_P","ChFQ_M","KMN_ZEW","KMN_INT","KMN_ID","KMN_WEW","KMN_A","FRAS_FCPS","FRAS_USER","FRAS_MPO","FRAS_FC","FRAS_FS","FRAS_AMMA","JiMSz_L","JiMSz_M","JiMSz_K"
"116",116,15,"K","L",2,"R",5,4,3,3,4,4,4,2,3,3,2,4,4,4,4,4,3,1,1,2,3,0,0,1,1,0,1,1,1,1,2,0,1,0,1,0,0,0,1,0,4,3,4,2,3,3,2,2,3,2,2,2,3,4,4,3,4,4,2,4,3,3,4,2,3,4,4,2,3,1,3,1,2,1,3,3,4,3,3,1,1,3,3,3,2,4,3,2,3,3,2,2,1,3,4,4,3,4,3,3,4,3,3,2,3,3,2,3,2,4,3,3,4,2,4,1,4,1,3,3,3,4,1,3,1,1,3,4,3,3,1,3,2,3,4,1,2,0,0,2,2,1,0,1,0,2,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,1,0,2,2,2,2,2,0,1,1,2,0,2,0,2,2,0,0,1,0,2,2,0,2,1,2,2,2,2,0,1,0,1,0,1,2,2,2,0,1,2,0,2,2,2,0,1,2,2,3,2,3,1,2,2,1,1,2,1,1,3,4,4,4,2,2,2,2,2,2,0,2,1,2,2,2,1,2,1,2,1,1,1,0,2,10,19,15,8,6,43,6,10,16,14,5,5,24,21,26,8,82,24,20,22,4,9,47,45,11
"117",117,16,"M","L",2,"R",4,5,1,4,5,5,2,3,5,3,2,1,5,4,2,5,1,3,1,2,2,3,1,3,2,1,2,1,2,2,3,3,2,2,3,3,2,1,1,3,3,4,4,4,4,3,3,3,4,4,4,3,2,4,1,2,2,5,3,2,2,3,2,4,2,2,4,1,3,4,2,3,4,3,4,2,4,3,2,4,2,2,2,2,4,3,2,4,2,3,1,4,1,3,3,3,2,3,3,2,3,3,2,2,3,2,2,2,4,3,2,4,3,3,1,1,3,1,4,2,2,4,1,4,1,2,2,3,1,2,2,3,4,2,2,0,2,2,2,1,1,2,1,0,2,2,0,2,2,2,1,0,0,2,1,2,2,2,1,0,2,1,0,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,1,0,2,2,2,2,0,2,1,0,0,0,0,2,2,2,1,0,2,2,2,2,0,0,2,2,0,2,1,2,2,3,3,3,3,2,2,2,3,3,3,2,4,3,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,11,25,6,9,4,49,40,18,30,18,11,15,28,16,13,12,68,25,15,17,4,9,50,15,8
"118",118,15,"M","L",2,"R",4,4,3,3,5,3,5,3,2,3,2,4,4,4,5,4,1,1,1,1,1,0,0,0,1,0,1,2,0,1,1,2,1,2,1,1,1,0,0,2,3,3,3,1,2,1,2,1,2,1,3,4,2,1,1,1,2,4,2,2,2,3,2,3,2,2,4,3,2,3,2,1,4,3,4,2,4,2,2,3,2,2,3,3,4,4,3,4,4,4,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,4,1,3,4,3,1,3,2,3,3,2,3,2,2,3,3,3,3,2,3,3,2,2,1,0,2,2,2,1,0,0,0,1,2,1,0,0,0,2,0,0,0,2,2,0,0,2,2,2,2,1,0,2,2,1,2,2,2,0,2,0,0,1,2,2,2,2,0,0,2,2,0,0,0,2,2,2,0,0,2,0,0,2,2,0,0,2,2,2,0,0,2,0,2,2,0,3,2,2,2,2,0,1,0,1,0,1,0,2,4,4,3,3,0,0,2,2,2,1,0,0,2,2,1,0,2,2,0,2,2,0,0,2,0,10,19,17,9,4,42,12,10,14,8,3,12,24,13,13,12,76,23,18,20,10,11,30,35,10
"119",119,15,"M","L",2,"I",5,5,1,2,5,1,3,5,5,3,2,1,5,3,4,3,1,2,1,1,1,1,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,2,2,3,2,3,2,1,1,2,3,2,3,5,2,1,1,1,1,1,5,1,2,1,1,4,2,1,3,4,2,5,1,4,1,1,1,2,1,2,1,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,3,2,2,2,3,3,1,2,1,2,3,3,3,3,3,3,3,3,3,0,2,2,0,2,0,2,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,2,1,0,2,2,2,0,1,2,0,0,1,2,2,2,1,0,2,2,2,1,0,1,2,0,1,0,2,2,1,0,0,0,2,2,2,2,0,2,1,2,0,0,0,2,0,2,2,5,3,1,2,1,2,1,0,0,1,2,1,2,4,3,3,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,12,23,9,13,4,52,16,8,4,7,6,13,9,13,7,23,81,20,18,17,6,9,41,11,11
"120",120,16,"K","L",2,"R",3,5,2,4,5,1,3,5,5,4,2,2,4,4,3,5,4,2,1,3,2,3,2,3,3,2,3,1,2,2,3,3,2,3,3,2,3,3,3,1,4,3,2,4,4,2,4,4,4,4,4,4,3,4,4,4,1,4,4,1,3,3,1,3,2,1,3,2,3,1,1,2,3,1,4,3,2,3,1,1,2,3,3,2,2,2,2,2,3,3,2,2,2,3,1,2,3,3,3,3,1,2,2,2,2,2,2,2,2,3,2,3,3,2,3,1,2,3,3,3,3,3,1,3,1,2,3,2,2,3,3,2,2,2,3,0,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,2,1,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,5,2,3,2,1,3,3,1,3,3,3,3,3,3,2,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,12,24,10,12,8,56,34,32,38,16,12,6,23,21,10,14,63,23,14,15,5,6,60,17,8
"121",121,15,"K","L",2,"R",2,4,2,2,5,2,2,4,2,2,2,2,4,2,1,5,3,2,3,1,2,1,0,1,2,2,2,3,0,2,1,2,1,1,2,1,2,1,0,1,4,3,4,2,3,3,2,2,3,4,3,2,4,4,4,5,3,4,2,3,5,4,3,5,4,4,5,2,4,5,1,1,4,4,5,4,4,4,2,4,1,1,3,3,3,1,2,1,2,3,2,4,4,2,3,3,1,2,2,3,3,2,1,3,3,3,2,2,3,3,4,4,4,1,2,4,2,1,3,3,1,3,3,3,3,2,3,3,3,3,3,2,1,1,3,0,2,0,2,0,2,2,2,0,0,2,0,2,0,0,2,0,2,2,0,0,2,2,2,0,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,0,2,2,2,0,0,2,0,2,0,0,0,2,2,2,0,0,2,0,0,2,0,2,2,2,2,0,4,4,3,2,3,1,2,2,1,1,2,3,2,4,4,3,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,8,20,7,15,5,48,16,18,22,14,8,18,30,30,20,8,63,27,11,19,14,7,48,16,4
"122",122,15,"M","L",2,"R",2,3,3,1,3,3,3,2,3,2,3,4,2,3,4,2,2,2,2,0,1,0,0,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,2,2,1,1,3,1,1,1,3,3,2,3,3,3,2,2,3,3,2,4,2,3,3,2,2,3,1,3,2,3,1,2,3,3,3,3,2,1,3,3,3,3,4,3,3,3,3,3,3,2,3,4,4,3,4,3,3,4,3,3,2,3,3,3,3,3,4,3,3,4,1,3,3,3,2,3,3,4,4,2,3,1,2,3,3,3,3,2,3,3,3,4,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,3,3,0,1,1,1,1,0,0,2,0,0,0,4,3,3,3,2,0,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,0,0,5,13,14,13,4,35,4,6,6,4,2,6,16,21,22,10,88,25,18,19,8,10,3,43,10
"123",123,16,"K","L",2,"R",5,5,4,3,5,2,3,5,3,2,2,2,5,4,3,5,4,4,5,3,1,1,0,1,3,0,2,2,0,0,3,3,2,1,3,3,3,0,1,1,4,4,4,2,3,2,3,3,3,2,2,4,4,4,1,4,3,4,3,1,4,4,3,4,4,2,5,3,4,2,1,2,4,1,4,4,4,4,2,3,2,4,3,4,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,2,3,4,3,1,3,3,4,4,2,2,2,2,3,4,4,4,2,3,2,3,3,0,2,2,2,2,0,1,2,0,1,2,0,0,2,2,2,0,1,2,2,2,1,2,2,2,2,1,0,2,2,2,0,2,1,1,2,2,2,2,2,2,1,2,1,2,2,0,2,2,2,1,1,2,2,0,0,0,0,2,2,2,2,1,1,0,0,1,0,2,2,1,0,1,4,2,3,3,3,1,2,1,2,2,2,1,1,3,4,3,3,0,0,0,1,0,2,0,1,0,0,0,1,0,0,2,2,0,0,2,0,2,13,23,12,17,6,59,24,10,32,15,6,10,29,28,13,14,100,27,21,20,11,10,50,20,8
"124",124,15,"K","L",2,"R",2,4,1,5,4,1,1,2,5,4,5,1,4,3,1,5,5,5,4,1,1,2,2,3,3,3,3,3,3,3,2,3,1,2,2,3,2,1,1,3,3,4,4,4,4,3,3,4,4,3,3,5,3,3,1,2,1,4,4,1,2,4,1,4,2,1,4,4,2,3,1,3,2,2,5,2,2,2,1,2,3,2,3,2,4,4,1,2,3,3,1,2,2,2,3,2,1,3,3,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,1,3,2,3,2,3,2,3,2,2,2,0,2,2,2,2,0,2,2,0,0,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,0,2,0,2,2,0,2,2,2,0,2,5,3,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,9,22,4,22,9,62,38,26,30,18,10,11,24,15,7,19,59,20,16,17,7,10,60,10,4
"125",125,15,"M","L",2,"R",2,3,3,2,2,3,4,2,3,2,2,4,3,3,4,2,1,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,4,3,3,4,4,2,3,3,3,2,4,3,2,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,1,1,2,0,2,0,2,1,0,1,1,1,1,0,0,1,1,1,1,2,0,2,0,1,2,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,2,2,0,1,0,3,3,0,1,1,1,0,0,0,1,1,0,1,4,3,3,3,2,0,1,1,2,0,0,2,1,1,2,1,0,1,2,2,0,2,1,0,1,6,13,15,13,3,35,2,2,2,3,3,11,24,21,24,10,78,23,18,19,11,9,15,29,5
"126",126,15,"M","L",2,"R",1,5,2,3,2,3,4,2,4,2,4,3,5,4,5,2,4,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,4,3,4,2,1,1,4,2,3,3,5,3,2,1,2,1,1,5,1,3,2,1,4,3,1,2,5,3,5,1,2,3,3,3,3,2,3,1,5,5,3,3,4,2,3,2,4,4,3,3,2,1,3,4,3,3,3,3,4,3,4,3,1,4,2,1,2,3,3,3,4,4,1,3,2,3,2,3,4,3,2,2,3,1,2,3,4,3,4,2,3,3,4,4,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,2,0,0,0,2,0,2,2,0,0,0,2,0,0,2,2,2,0,0,0,0,2,2,2,2,0,2,0,2,0,0,0,2,0,2,0,3,2,1,3,2,3,1,0,0,3,1,2,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,6,18,14,12,6,42,6,2,6,10,8,17,15,20,7,22,79,28,19,20,6,9,20,12,2
"127",127,15,"M","L",2,"R",2,4,3,2,5,4,4,4,3,2,1,4,4,4,3,4,2,1,1,1,2,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,4,3,3,1,2,2,2,1,2,2,4,5,4,4,3,5,2,3,4,5,4,3,4,3,5,2,3,2,3,2,4,2,4,3,4,3,3,2,2,3,3,3,2,3,2,4,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,2,3,3,2,3,3,3,3,3,2,2,2,4,3,3,3,2,4,3,3,3,0,2,0,2,0,0,1,0,1,2,2,2,0,1,0,1,0,0,0,2,2,0,2,2,2,1,2,2,2,2,0,2,2,2,0,2,2,2,0,2,0,2,2,1,1,0,2,1,0,2,1,2,1,2,0,0,2,1,2,2,2,2,1,2,0,0,2,0,2,1,2,1,0,2,2,3,2,3,2,2,0,1,1,1,0,1,4,3,3,3,2,0,1,2,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,1,1,8,20,14,7,4,39,2,4,12,13,3,9,32,25,23,10,81,22,18,19,10,8,31,33,8
"128",128,15,"M","L",2,"R",2,4,3,2,5,3,4,2,2,2,2,3,2,3,4,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,2,2,2,3,4,2,1,2,2,3,2,2,2,2,2,4,3,2,3,3,3,4,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,1,3,4,3,2,3,3,3,2,2,3,2,2,3,3,2,3,2,3,3,3,3,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,2,0,2,2,3,3,2,2,2,1,2,2,2,2,1,1,1,4,3,3,3,0,0,2,2,0,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,6,16,14,10,3,35,4,0,6,13,5,13,17,20,14,13,75,24,18,19,10,9,8,23,9
"129",129,15,"M","L",2,"R",2,4,3,2,4,3,3,2,3,1,1,2,2,2,3,2,2,2,2,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,4,2,3,3,2,3,3,2,2,3,3,4,1,2,1,3,3,1,2,2,2,4,2,1,2,2,2,4,1,2,3,1,2,2,2,2,1,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,1,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,0,0,0,0,0,2,2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,3,4,2,2,3,1,2,2,1,2,2,1,1,4,3,3,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,2,2,2,0,0,2,6,15,11,12,3,36,2,0,10,13,6,12,18,15,8,12,78,19,18,18,9,9,14,36,6
"130",130,15,"K","L",2,"R",3,4,3,2,4,3,4,4,3,3,3,4,4,4,4,5,5,1,1,1,1,1,1,2,2,0,0,0,0,2,1,1,0,0,0,0,2,2,0,1,2,2,2,3,2,3,2,2,1,2,1,3,1,4,3,1,3,4,1,3,3,3,3,1,1,3,5,2,3,1,1,2,5,1,1,3,4,2,3,1,1,3,4,3,2,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,2,3,1,3,1,3,3,4,4,1,3,2,2,3,4,4,4,2,4,3,3,4,0,2,0,2,2,2,2,2,0,0,2,0,2,0,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,2,0,2,0,2,2,2,2,0,0,0,0,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,3,2,1,1,1,2,1,2,1,1,0,1,0,3,4,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,9,20,15,10,8,47,10,8,16,9,2,4,26,14,19,9,91,26,19,21,7,8,52,18,4
"131",131,15,"K","L",2,"R",4,5,2,3,4,3,3,4,4,3,4,3,4,3,3,4,4,2,3,2,1,0,0,1,1,2,0,1,0,1,1,1,0,0,0,1,1,2,0,0,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,5,3,2,5,3,3,5,3,3,4,3,3,3,3,3,3,3,2,2,3,4,3,4,2,4,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,1,3,2,2,3,3,3,1,3,1,2,3,3,2,2,2,3,3,2,3,0,2,0,2,0,0,2,2,0,0,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,11,21,11,15,7,54,6,12,12,15,9,10,22,21,30,16,74,19,18,18,4,9,56,26,2
"132",132,16,"M","L",3,"R",1,3,2,3,4,3,2,4,2,2,4,2,3,2,3,4,3,2,4,1,3,1,0,0,0,1,2,1,1,2,1,2,3,0,2,1,2,1,2,1,1,3,2,3,2,3,1,3,4,2,1,3,2,4,2,4,2,1,5,2,4,2,3,2,1,5,4,2,3,2,4,1,4,3,2,4,2,4,2,3,2,4,2,3,1,3,1,3,3,2,3,1,3,2,3,3,2,3,2,3,1,4,1,4,2,3,1,4,1,2,3,2,3,2,4,1,4,2,3,2,4,2,1,2,3,4,3,2,1,3,3,1,3,2,3,0,2,0,2,2,2,0,2,0,2,0,2,2,0,0,2,2,0,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,2,2,0,2,0,2,0,2,1,2,1,0,2,0,2,1,2,0,2,2,0,2,1,0,2,2,2,1,2,0,1,2,0,2,2,1,0,2,0,2,3,4,0,2,1,2,1,2,0,2,3,1,0,3,3,1,2,2,0,2,2,2,2,2,0,2,2,2,1,2,1,2,0,0,1,2,2,2,8,16,9,17,5,46,16,16,22,8,6,10,19,22,20,13,68,19,16,13,8,7,54,35,12
"133",133,16,"K","L",3,"R",4,4,3,4,5,1,3,3,3,3,2,3,4,3,3,4,1,3,3,2,3,1,1,3,1,3,2,2,1,2,2,2,2,2,1,1,1,3,3,2,3,3,3,3,2,2,3,3,1,1,2,5,1,2,1,1,1,2,5,1,1,2,1,3,1,1,3,3,1,3,1,3,4,3,4,1,4,1,1,1,3,3,3,3,3,3,2,2,3,3,3,2,3,4,4,4,2,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,4,2,3,1,3,1,3,4,4,4,1,4,1,2,3,3,3,4,1,4,3,3,4,0,2,2,2,2,1,1,0,1,1,2,0,2,2,2,1,0,0,2,1,2,0,0,2,2,2,1,1,2,2,1,1,1,2,0,0,0,2,0,2,2,0,0,1,2,2,0,2,1,2,0,0,2,2,2,0,0,0,2,2,2,0,1,2,1,2,2,0,2,2,2,0,1,5,3,2,2,2,2,1,1,2,2,0,0,1,3,4,3,4,0,0,0,2,2,1,0,0,2,0,0,1,0,1,2,2,0,0,0,0,2,11,20,12,16,4,51,22,34,24,12,3,10,21,7,7,19,86,28,20,20,6,9,43,22,6
"134",134,16,"K","L",3,"R",4,3,3,4,2,3,3,3,2,4,3,3,2,1,2,4,3,1,1,1,0,1,0,2,2,2,2,2,0,2,0,2,1,1,1,2,3,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,4,4,4,4,2,4,1,3,4,4,3,2,4,3,4,1,4,1,1,3,5,1,4,5,5,4,1,1,1,4,4,4,4,4,4,4,4,3,2,2,3,3,4,4,1,1,3,3,3,4,3,4,3,3,2,2,2,2,3,3,4,4,2,3,3,1,3,3,3,3,3,3,3,2,3,3,3,4,2,3,4,2,3,2,2,0,0,0,2,1,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,3,5,1,0,1,1,1,1,1,1,2,1,1,1,4,3,3,2,2,2,2,0,1,2,2,0,2,0,0,0,0,2,2,0,0,0,0,2,11,13,11,13,7,44,18,18,22,6,5,5,30,29,17,8,79,25,18,18,12,12,42,35,6
"135",135,16,"K","L",3,"R",4,4,1,5,5,1,2,3,4,3,2,2,4,4,1,5,2,2,5,1,0,1,2,1,3,2,3,3,2,2,1,2,2,2,1,3,3,1,1,3,3,3,3,2,4,2,2,2,4,4,2,2,4,5,1,4,1,3,3,1,4,3,1,1,1,1,5,4,5,1,1,4,1,1,4,4,3,4,1,3,2,3,1,1,4,2,1,3,3,3,1,2,1,3,2,3,1,3,3,4,3,3,3,1,3,2,3,2,4,4,3,3,3,3,2,3,3,2,3,3,1,3,2,3,1,2,3,3,3,2,2,3,2,2,2,1,2,2,0,2,2,0,0,0,0,2,0,0,1,2,2,0,0,2,2,2,0,2,0,1,2,1,2,2,2,1,2,2,2,2,2,0,2,0,2,0,0,2,1,2,2,1,2,0,0,0,2,2,2,2,0,0,2,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,5,2,2,2,2,1,3,1,1,1,3,3,1,2,3,3,3,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,2,12,22,6,16,5,55,26,22,30,12,8,6,24,26,7,15,67,23,17,15,7,7,45,26,6
"136",136,17,"M","L",3,"R",2,2,3,1,2,4,4,2,1,2,2,4,2,2,3,2,1,2,2,1,1,1,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,1,1,0,2,2,2,2,2,3,1,3,2,1,1,1,4,4,4,4,4,4,2,3,4,2,4,2,4,3,2,1,4,2,2,2,4,1,3,4,4,4,3,2,1,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,4,1,0,1,2,0,2,2,0,1,0,2,2,0,0,0,2,0,0,0,2,0,0,1,1,1,0,1,1,2,2,0,2,0,0,0,2,0,1,0,0,0,2,2,0,2,0,2,0,0,2,2,0,0,1,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,2,0,1,0,2,4,1,1,1,1,1,2,0,2,1,0,0,3,3,3,2,1,0,2,2,1,1,0,2,0,1,2,2,0,2,2,2,0,2,0,0,1,5,9,14,12,3,29,8,12,16,7,3,7,23,28,23,7,81,22,18,17,11,8,11,45,3
